File Name,Topic,Top Category
BarrySchwartz_2009.stm,-1,0.019035060722640492
BarrySchwartz_2010S.stm,22,0.020501274258659642
BarrySchwartz_2014U.stm,-1,0.019035060722640492
BartKnols_2012X.stm,0,0.019035060722640492
BartonSeaver_2010Z.stm,3,0.02273409523090512
BartWeetjens_2010X.stm,-1,0.019035060722640492
BassamTariq_2014U.stm,1,0.021523210421817093
BastianSchaefer_2013G.stm,4,0.023488113470486138
Beardyman_2013.stm,6,music
BeatriceCoron_2011.stm,11,0.021064375005790892
BeauLotto_2009G.stm,7,brain
BeauLotto_2012G.stm,7,brain
BecciManson_2012G.stm,3,0.02273409523090512
BeckyBlanton_2009G.stm,-1,0.019035060722640492
BeebanKidron_2012S.stm,-1,0.019035060722640492
BelPesce_2014U.stm,-1,0.019035060722640492
BenAmbridge_2014X.stm,-1,0.019035060722640492
BenCameron_2010X.stm,-1,0.019035060722640492
BenDunlap_2007.stm,-1,0.019035060722640492
BenedettaBerti_2015U.stm,1,0.021523210421817093
BenGoldacre_2011G.stm,0,0.019035060722640492
BenGoldacre_2012P.stm,-1,0.019035060722640492
BenjaminBarber_2013G.stm,35,0.022894804591881087
BenjaminWallace_2008P.stm,-1,0.019035060722640492
BenjaminZander_2008.stm,6,music
BenKacyra_2011G.stm,-1,0.019035060722640492
BenKatchor_2002.stm,-1,0.019035060722640492
BenoitMandelbrot_2010.stm,-1,0.019035060722640492
BenSaunders_2005.stm,-1,0.019035060722640492
BenSaunders_2012S.stm,-1,0.019035060722640492
BenSaunders_2014.stm,-1,0.019035060722640492
BenWellington_2014X.stm,4,0.023488113470486138
BernieKrause_2013G.stm,6,music
BertrandPiccard_2009G.stm,2,0.022567121192084903
BethNoveck_2012G.stm,-1,0.019035060722640492
BettinaWarburg_2016T.stm,5,0.023080628427246706
BeverlyJoubertandDereckJoubert_2010W.stm,27,0.021257480980978592
BilalBomani_2011X.stm,10,0.021692012937537072
BillClinton_2007.stm,5,0.023080628427246706
BillDavenhall_2009P.stm,0,0.019035060722640492
BillDoyle_2011P.stm,0,0.019035060722640492
BillFord_2011.stm,8,0.0243782331085516
BillGates_2009.stm,-1,0.019035060722640492
BillGates_2011U.stm,5,0.023080628427246706
BillGates_2013S.stm,16,students
BillGates_2014.stm,33,0.019935250183761348
BillGates_2015.stm,0,0.019035060722640492
BillGross_2003.stm,-1,0.019035060722640492
BillGross_2015U.stm,-1,0.019035060722640492
BillieJeanKing_2015W.stm,-1,0.019035060722640492
BillJoy_2006.stm,-1,0.019035060722640492
BillStone_2007.stm,3,0.02273409523090512
BillStrickland_2002.stm,8,0.0243782331085516
BillyCollins_2012.stm,-1,0.019035060722640492
BillyCollins_2014.stm,-1,0.019035060722640492
BillyGraham_1998.stm,-1,0.019035060722640492
BirkeBaehr_2010X.stm,29,food
BjarkeIngels_2009G.stm,4,0.023488113470486138
BJMiller_2015.stm,0,0.019035060722640492
BjornLomborg_2005.stm,-1,0.019035060722640492
BLACK_2013.stm,-1,0.019035060722640492
BlaiseAguerayArcas_2010.stm,-1,0.019035060722640492
BlaiseAguerayArcas_2016S.stm,-1,0.019035060722640492
BoazAlmog_2012G.stm,2,0.022567121192084903
BobbyGhosh_2012X.stm,1,0.021523210421817093
BobMankoff_2013S.stm,-1,0.019035060722640492
BobThurman_2006S.stm,-1,0.019035060722640492
BoghumaKabisenTitanji_2012X.stm,32,hiv
BonifaceMwangi_2014U.stm,1,0.021523210421817093
BonnieBassler_2009.stm,9,0.020598365209050628
Bono_2005.stm,25,0.019679976280056143
Bono_2013.stm,1,0.021523210421817093
BoydVarty_2013W.stm,13,africa
BranFerren_2014.stm,11,0.021064375005790892
BrendaBrathwaite_2011X.stm,-1,0.019035060722640492
BrendaLaurel_1998.stm,25,0.019679976280056143
BreneBrown_2010X.stm,15,0.023368977971229624
BreneBrown_2012.stm,15,0.023368977971229624
BrewsterKahle_2007P.stm,-1,0.019035060722640492
BrianCox_2008.stm,2,0.022567121192084903
BrianCox_2010S.stm,5,0.023080628427246706
BrianDettmer_2014Y.stm,11,0.021064375005790892
BrianGoldman_2011X.stm,-1,0.019035060722640492
BrianGreene_2005.stm,2,0.022567121192084903
BrianGreene_2012.stm,2,0.022567121192084903
BrianLittle_2016.stm,37,0.018720782428164186
BrianSkerry_2010Z.stm,3,0.02273409523090512
BrittaRiley_2011X.stm,29,food
BrittneyCooper_2016W.stm,-1,0.019035060722640492
BruceAylward_2011.stm,0,0.019035060722640492
BruceAylward_2014X.stm,13,africa
BruceBuenodeMesquita_2009.stm,-1,0.019035060722640492
BruceFeiler_2010P.stm,-1,0.019035060722640492
BruceFeiler_2013S.stm,-1,0.019035060722640492
BruceMcCall_2008P.stm,-1,0.019035060722640492
BruceSchneier_2010X.stm,1,0.021523210421817093
BrunoTorturra_2014G.stm,-1,0.019035060722640492
BryanStevenson_2012.stm,-1,0.019035060722640492
BunkerRoy_2011G.stm,23,0.0226992155543412
BurtRutan_2006.stm,-1,0.019035060722640492
CaitlinDoughty_2016P.stm,-1,0.019035060722640492
CaitriaONeill_2012X.stm,-1,0.019035060722640492
CalebBarlow_2016S.stm,24,0.020450760424449394
CalebChung_2007P.stm,11,0.021064375005790892
CalebHarper_2015G.stm,29,food
CameronHerold_2009X.stm,16,students
CameronRussell_2012X.stm,15,0.023368977971229624
CameronSinclair_2006.stm,4,0.023488113470486138
CameronSinclair_2009G.stm,1,0.021523210421817093
CamilleBrown_2016V.stm,6,music
CamilleSeaman_2011U.stm,-1,0.019035060722640492
CamilleSeaman_2013.stm,-1,0.019035060722640492
CandyChang_2012G.stm,4,0.023488113470486138
CarinBondar_2013G.stm,-1,0.019035060722640492
CarlHonore_2005G.stm,22,0.020501274258659642
CarloRatti_2011.stm,-1,0.019035060722640492
CarlSafina_2010X.stm,3,0.02273409523090512
CarlSafina_2015Z.stm,7,brain
CarlSchoonover_2012U.stm,7,brain
CarmenAgraDeedy_2005.stm,15,0.023368977971229624
CarneRoss_2009P.stm,-1,0.019035060722640492
CarolDweck_2014X.stm,16,students
CarolFishmanCohen_2015X.stm,-1,0.019035060722640492
CarolineCasey_2010W.stm,8,0.0243782331085516
CarolineLavelleFARTHERTHANTHESUN_2005.stm,-1,0.019035060722640492
CarolineLavelle_FartherthantheSun_2005.stm,31,0.020947818528991302
CarolinePaul_2016W.stm,-1,0.019035060722640492
CarolinePhillips_2010G.stm,6,music
CarolynJones_2016P.stm,0,0.019035060722640492
CarolynPorco_2007.stm,2,0.022567121192084903
CarolynPorco_2009U.stm,2,0.022567121192084903
CarolynSteel_2009G.stm,29,food
CarrieNugent_2016U.stm,2,0.022567121192084903
CarriePoppy_2016X.stm,30,0.028466313189446618
CarterEmmart_2010.stm,2,0.022567121192084903
CaryFowler_2009G.stm,-1,0.019035060722640492
CaseyBrown_2015X.stm,14,women
CaseyGerald_2016.stm,-1,0.019035060722640492
CatarinaMota_2012G.stm,-1,0.019035060722640492
CatherineBracy_2013Z.stm,-1,0.019035060722640492
CatherineCrump_2014G.stm,24,0.020450760424449394
CatherineMohr_2009.stm,0,0.019035060722640492
CatherineMohr_2010U.stm,-1,0.019035060722640492
CedricVillani_2016.stm,-1,0.019035060722640492
CelesteHeadlee_2015X.stm,-1,0.019035060722640492
CesarHarada_2012S.stm,19,water
CesarHarada_2015F.stm,19,water
CesarKuriyama_2012.stm,11,0.021064375005790892
ChadeMengTan_2010Z.stm,26,compassion
CharityTillemannDick_2010P.stm,0,0.019035060722640492
CharityWayua_2016S.stm,-1,0.019035060722640492
CharlesAnderson_2009I.stm,3,0.02273409523090512
CharlesElachi_2008P.stm,-1,0.019035060722640492
CharlesFleischer_2005.stm,2,0.022567121192084903
CharlesHazlewood_2011G.stm,6,music
CharlesLeadbeater_2005G.stm,-1,0.019035060722640492
CharlesLeadbeater_2010S.stm,2,0.022567121192084903
CharlesLimb_2010X.stm,6,music
CharlesLimb_2011P.stm,6,music
CharlesMoore_2009U.stm,19,water
CharlesRobertson_2013G.stm,32,hiv
CharlieRose_2014.stm,-1,0.019035060722640492
CharlieTodd_2011X.stm,-1,0.019035060722640492
CharmianGooch_2013G.stm,-1,0.019035060722640492
CharmianGooch_2014.stm,20,0.01966286733586073
ChelseaShields_2015F.stm,14,women
CherylHayashi_2010.stm,28,bees
ChiekoAsakawa_2015S.stm,-1,0.019035060722640492
ChimamandaAdichie_2009G.stm,-1,0.019035060722640492
ChimamandaNgoziAdichie_2012X.stm,-1,0.019035060722640492
ChinakaHodge_2016W.stm,-1,0.019035060722640492
ChipConley_2010.stm,-1,0.019035060722640492
ChipKidd_2012.stm,-1,0.019035060722640492
ChipKidd_2015S.stm,11,0.021064375005790892
ChrisAbani_2007G.stm,15,0.023368977971229624
ChrisAbani_2008.stm,26,compassion
ChrisAnderson_2002.stm,31,0.020947818528991302
ChrisAnderson_2004.stm,-1,0.019035060722640492
ChrisAnderson_2010G.stm,6,music
ChrisAnderson_GreatTEDTalk_2016V.stm,15,0.023368977971229624
ChrisBangle_2002.stm,-1,0.019035060722640492
ChrisBliss_2011X.stm,-1,0.019035060722640492
ChrisBurkard_2015.stm,-1,0.019035060722640492
ChrisDomas_2013X.stm,-1,0.019035060722640492
ChrisDowney_2013Z.stm,30,0.028466313189446618
ChrisEmdin_2013S.stm,16,students
ChrisGerdes_2012X.stm,4,0.023488113470486138
ChrisHadfield_2014.stm,-1,0.019035060722640492
ChrisJordan_2008.stm,-1,0.019035060722640492
ChrisKluwe_2014.stm,12,robot
ChrisMcKnett_2013S.stm,10,0.021692012937537072
ChrisMilk_2015.stm,-1,0.019035060722640492
ChrisMilk_2016.stm,6,music
ChristianaFigueres_2016.stm,10,0.021692012937537072
ChristienMeindertsma_2010G.stm,29,food
ChristinaWarinner_2012U.stm,9,0.020598365209050628
ChristineSunKim_2015F.stm,6,music
ChristophAdami_2011X.stm,-1,0.019035060722640492
ChristopherBell_2015X.stm,8,0.0243782331085516
ChristopherDeam_2002.stm,-1,0.019035060722640492
ChristopherdeCharms_2008.stm,7,brain
ChristopherMcDougall_2010X.stm,-1,0.019035060722640492
ChristopherPoole_2010.stm,21,data
ChristopherRyan_2013.stm,27,0.021257480980978592
ChristopherSoghoian_2013U.stm,24,0.020450760424449394
ChristopherSoghoian_2015U.stm,24,0.020450760424449394
ChristopherSoghoian_2016T.stm,24,0.020450760424449394
ChrisUrmson_2015.stm,4,0.023488113470486138
ChrystiaFreeland_2013G.stm,5,0.023080628427246706
CKWilliams_2001.stm,18,0.02013792978098837
ClaronMcFadden_2010X.stm,6,music
ClayShirky_2005G.stm,1,0.021523210421817093
ClayShirky_2009S.stm,-1,0.019035060722640492
ClayShirky_2010S.stm,13,africa
ClayShirky_2012G.stm,20,0.01966286733586073
ClayShirky_2012S.stm,-1,0.019035060722640492
CliffordStoll_2006.stm,2,0.022567121192084903
ClintSmith_2014S.stm,-1,0.019035060722640492
ClintSmith_2015.stm,-1,0.019035060722640492
ColinCamerer_2013X.stm,-1,0.019035060722640492
ColinGrant_2012X.stm,30,0.028466313189446618
ColinPowell_2012X.stm,-1,0.019035060722640492
ColinStokes_2012X.stm,-1,0.019035060722640492
ConradWolfram_2010G.stm,-1,0.019035060722640492
CorneilleEwango_2007G.stm,23,0.0226992155543412
CornielleEwango_2007G.stm,23,0.0226992155543412
CosminMihaiu_2015U.stm,-1,0.019035060722640492
CourtneyMartin_2010W.stm,14,women
CourtneyMartin_2016.stm,-1,0.019035060722640492
CraigVenter_2005G.stm,9,0.020598365209050628
CraigVenter_2010P.stm,9,0.020598365209050628
CurtisWallStreetCarroll_2016X.stm,-1,0.019035060722640492
CynthiaBreazeal_2010W.stm,12,robot
CynthiaKenyon_2011G.stm,9,0.020598365209050628
CynthiaSchneider_2009G.stm,1,0.021523210421817093
DaleDougherty_2011S.stm,-1,0.019035060722640492
DaliaMogahed_2012S.stm,1,0.021523210421817093
DaliaMogahed_2016.stm,1,0.021523210421817093
DambisaMoyo_2013G.stm,5,0.023080628427246706
DambisaMoyo_2015G.stm,5,0.023080628427246706
DameEllenMacArthur_2015.stm,-1,0.019035060722640492
DameStephanieShirley_2015.stm,-1,0.019035060722640492
DamianPalin_2012U.stm,19,water
DamonHorowitz_2011.stm,20,0.01966286733586073
DamonHorowitz_2011X.stm,21,data
DanAriely_2008P.stm,-1,0.019035060722640492
DanAriely_2009.stm,0,0.019035060722640492
DanAriely_2011U.stm,0,0.019035060722640492
DanAriely_2012X.stm,22,0.020501274258659642
DanAriely_2015U.stm,7,brain
DanBarasch_2014S.stm,-1,0.019035060722640492
DanBarber_2008P.stm,29,food
DanBell_2016X.stm,-1,0.019035060722640492
DanBerkenstock_2013S.stm,2,0.022567121192084903
DanBricklin_2016X.stm,-1,0.019035060722640492
DanBuettner_2009X.stm,-1,0.019035060722640492
DanCobley_2010G.stm,2,0.022567121192084903
DanCohen_2013X.stm,-1,0.019035060722640492
DanDennett_2002.stm,28,bees
DanDennett_2003.stm,-1,0.019035060722640492
DanDennett_2006.stm,-1,0.019035060722640492
DanDennett_2009U.stm,4,0.023488113470486138
DanGilbert_2004.stm,7,brain
DanGilbert_2005G.stm,-1,0.019035060722640492
DanGilbert_2014U.stm,-1,0.019035060722640492
DanGross_2016.stm,-1,0.019035060722640492
DanieleQuercia_2014S.stm,-1,0.019035060722640492
DanielGoldstein_2011S.stm,18,0.02013792978098837
DanielGoleman_2007.stm,15,0.023368977971229624
DanielKish_2015.stm,-1,0.019035060722640492
DanielKraft_2009.stm,0,0.019035060722640492
DanielKraft_2011X.stm,-1,0.019035060722640492
DanielleFeinberg_2015P.stm,-1,0.019035060722640492
DanielLevitin_2015G.stm,30,0.028466313189446618
DanielLibeskind_2009.stm,4,0.023488113470486138
DanielPauly_2010Z.stm,3,0.02273409523090512
DanielPink_2009G.stm,20,0.01966286733586073
DanielReisel_2013.stm,-1,0.019035060722640492
DanielSuarez_2013G.stm,12,robot
DanielTammet_2011.stm,-1,0.019035060722640492
DanielWolpert_2011G.stm,7,brain
DanitPeleg_2015Y.stm,-1,0.019035060722640492
DanMeyer_2010X.stm,16,students
DannyDorling_2016X.stm,-1,0.019035060722640492
DannyHillis_1994.stm,-1,0.019035060722640492
DannyHillis_2010P.stm,-1,0.019035060722640492
DannyHillis_2013.stm,21,data
DanPacholke_2014X.stm,20,0.01966286733586073
DanPallotta_2013.stm,33,0.019935250183761348
DanPallotta_2016.stm,-1,0.019035060722640492
DanPhillips_2010X.stm,-1,0.019035060722640492
DaphneBavelier_2012X.stm,-1,0.019035060722640492
DaphneKoller_2012G.stm,16,students
DariavandenBercken_2014S.stm,6,music
DaveBrain_2015X.stm,2,0.022567121192084903
DavedeBronkart_2010X.stm,0,0.019035060722640492
DaveEggers_2008.stm,15,0.023368977971229624
DaveIsay_2015.stm,-1,0.019035060722640492
DaveMeslin_2010X.stm,4,0.023488113470486138
DaveTroy_2014U.stm,4,0.023488113470486138
DavidAgus_2009P.stm,0,0.019035060722640492
DavidAnderson_2013X.stm,0,0.019035060722640492
DavidAutor_2016X.stm,-1,0.019035060722640492
DavidBinder_2012G.stm,-1,0.019035060722640492
DavidBirch_2012X.stm,11,0.021064375005790892
DavidBismark_2010G.stm,35,0.022894804591881087
DavidBlaine_2009P.stm,-1,0.019035060722640492
DavidBolinsky_2007.stm,-1,0.019035060722640492
DavidBrooks_2011.stm,-1,0.019035060722640492
DavidBrooks_2014U.stm,26,compassion
DavidBurkus_2016X.stm,-1,0.019035060722640492
DavidByrne_2010.stm,6,music
DavidCamarillo_2016X.stm,7,brain
DavidCameron_2010.stm,5,0.023080628427246706
DavidCarson_2003.stm,4,0.023488113470486138
DavidCasarett_2016P.stm,0,0.019035060722640492
DavidChalmers_2014.stm,7,brain
DavidChristian_2011.stm,-1,0.019035060722640492
DavidDeutsch_2005G.stm,2,0.022567121192084903
DavidDeutsch_2009G.stm,2,0.022567121192084903
DavidDow_2012X.stm,0,0.019035060722640492
DavidEagleman_2015.stm,2,0.022567121192084903
DavidEpstein_2014.stm,-1,0.019035060722640492
DavidGallo_1998.stm,3,0.02273409523090512
DavidGallo_2007.stm,3,0.02273409523090512
DavidGrady_2013S.stm,-1,0.019035060722640492
DavidGriffin_2008.stm,-1,0.019035060722640492
DavidGruber_2015Z.stm,3,0.02273409523090512
DavidHanson_2009.stm,12,robot
DavidHoffman_2007.stm,2,0.022567121192084903
DavidHoffman_2008.stm,-1,0.019035060722640492
DavidHolt_2004.stm,18,0.02013792978098837
DavidKeith_2007S.stm,10,0.021692012937537072
DavidKelley_2002.stm,31,0.020947818528991302
DavidKelley_2012.stm,-1,0.019035060722640492
DavidKwong_2014.stm,38,0.025399006642234663
DavidLang_2013U.stm,3,0.02273409523090512
DavidLogan_2009.stm,-1,0.019035060722640492
DavidMacaulay_2002.stm,11,0.021064375005790892
DavidMackay_2012X.stm,10,0.021692012937537072
DavidMcCandless_2010G.stm,-1,0.019035060722640492
